ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAEDAAECAQAAAAAAAECPQA==
ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	jp.rafaelzig.rafka.pubsub.Subscriber	subscriber	1609142004200	 	3.2.1
USER	getAndAck	162	END	1609142026184	1609142026188
USER	getAndAck	163	START	1609142026213	1609142026213
REQUEST	163		/message/ack	1609142026214	1609142026220	OK	 
USER	getAndAck	163	END	1609142026213	1609142026220
USER	getAndAck	164	START	1609142026244	1609142026244
REQUEST	164		/message/get	1609142026244	1609142026248	OK	 
USER	getAndAck	164	END	1609142026244	1609142026248
USER	getAndAck	165	START	1609142026273	1609142026273
REQUEST	165		/message/ack	1609142026274	1609142026281	OK	 
USER	getAndAck	165	END	1609142026273	1609142026281
USER	getAndAck	166	START	1609142026304	1609142026304
REQUEST	166		/message/get	1609142026305	1609142026317	OK	 
USER	getAndAck	166	END	1609142026304	1609142026317
USER	getAndAck	167	START	1609142026333	1609142026333
REQUEST	167		/message/ack	1609142026334	1609142026341	OK	 
USER	getAndAck	167	END	1609142026333	1609142026341
USER	getAndAck	168	START	1609142026363	1609142026363
REQUEST	168		/message/get	1609142026364	1609142026368	OK	 
USER	getAndAck	168	END	1609142026363	1609142026368
USER	getAndAck	169	START	1609142026393	1609142026393
REQUEST	169		/message/ack	1609142026394	1609142026400	OK	 
USER	getAndAck	169	END	1609142026393	1609142026400
USER	getAndAck	170	START	1609142026434	1609142026434
REQUEST	170		/message/get	1609142026435	1609142026444	OK	 
USER	getAndAck	170	END	1609142026434	1609142026446
USER	getAndAck	171	START	1609142026463	1609142026463
REQUEST	171		/message/ack	1609142026464	1609142026471	OK	 
USER	getAndAck	171	END	1609142026463	1609142026472
USER	getAndAck	172	START	1609142026493	1609142026493
REQUEST	172		/message/get	1609142026494	1609142026507	OK	 
USER	getAndAck	172	END	1609142026493	1609142026507
USER	getAndAck	173	START	1609142026524	1609142026524
REQUEST	173		/message/ack	1609142026525	1609142026529	OK	 
USER	getAndAck	173	END	1609142026524	1609142026529
USER	getAndAck	174	START	1609142026553	1609142026553
REQUEST	174		/message/get	1609142026554	1609142026558	OK	 
USER	getAndAck	174	END	1609142026553	1609142026558
USER	getAndAck	175	START	1609142026583	1609142026583
REQUEST	175		/message/ack	1609142026584	1609142026598	OK	 
USER	getAndAck	175	END	1609142026583	1609142026598
USER	getAndAck	176	START	1609142026614	1609142026614
REQUEST	176		/message/get	1609142026614	1609142026618	OK	 
USER	getAndAck	176	END	1609142026614	1609142026618
USER	getAndAck	177	START	1609142026643	1609142026643
REQUEST	177		/message/ack	1609142026644	1609142026652	OK	 
USER	getAndAck	177	END	1609142026643	1609142026652
USER	getAndAck	178	START	1609142026673	1609142026673
REQUEST	178		/message/get	1609142026674	1609142026677	OK	 
USER	getAndAck	178	END	1609142026673	1609142026678
USER	getAndAck	179	START	1609142026704	1609142026704
REQUEST	179		/message/ack	1609142026704	1609142026711	OK	 
USER	getAndAck	179	END	1609142026704	1609142026711
USER	getAndAck	180	START	1609142026734	1609142026734
REQUEST	180		/message/get	1609142026734	1609142026738	OK	 
USER	getAndAck	180	END	1609142026734	1609142026739
USER	getAndAck	181	START	1609142026753	1609142026753
REQUEST	181		/message/ack	1609142026754	1609142026758	OK	 
USER	getAndAck	181	END	1609142026753	1609142026759
USER	getAndAck	182	START	1609142026783	1609142026783
REQUEST	182		/message/get	1609142026784	1609142026788	OK	 
USER	getAndAck	182	END	1609142026783	1609142026789
USER	getAndAck	183	START	1609142026813	1609142026813
REQUEST	183		/message/ack	1609142026814	1609142026820	OK	 
USER	getAndAck	183	END	1609142026813	1609142026820
USER	getAndAck	184	START	1609142026844	1609142026844
REQUEST	184		/message/get	1609142026844	1609142026847	OK	 
USER	getAndAck	184	END	1609142026844	1609142026848
USER	getAndAck	185	START	1609142026873	1609142026873
REQUEST	185		/message/ack	1609142026874	1609142026882	OK	 
USER	getAndAck	185	END	1609142026873	1609142026882
USER	getAndAck	186	START	1609142026894	1609142026894
REQUEST	186		/message/get	1609142026894	1609142026905	OK	 
USER	getAndAck	186	END	1609142026894	1609142026906
USER	getAndAck	187	START	1609142026923	1609142026923
REQUEST	187		/message/ack	1609142026924	1609142026930	OK	 
USER	getAndAck	187	END	1609142026923	1609142026931
USER	getAndAck	188	START	1609142026954	1609142026954
REQUEST	188		/message/get	1609142026955	1609142026963	OK	 
USER	getAndAck	188	END	1609142026954	1609142026964
USER	getAndAck	189	START	1609142026983	1609142026983
REQUEST	189		/message/ack	1609142026984	1609142026999	OK	 
USER	getAndAck	189	END	1609142026983	1609142027000
USER	getAndAck	190	START	1609142027004	1609142027004
REQUEST	190		/message/get	1609142027005	1609142027019	OK	 
USER	getAndAck	190	END	1609142027004	1609142027019
USER	getAndAck	191	START	1609142027034	1609142027034
REQUEST	191		/message/ack	1609142027034	1609142027046	OK	 
USER	getAndAck	191	END	1609142027034	1609142027046
USER	getAndAck	192	START	1609142027063	1609142027063
REQUEST	192		/message/get	1609142027064	1609142027077	OK	 
USER	getAndAck	192	END	1609142027063	1609142027078
USER	getAndAck	193	START	1609142027094	1609142027094
REQUEST	193		/message/ack	1609142027094	1609142027099	OK	 
USER	getAndAck	193	END	1609142027094	1609142027099
USER	getAndAck	194	START	1609142027123	1609142027123
REQUEST	194		/message/get	1609142027124	1609142027132	OK	 
USER	getAndAck	194	END	1609142027123	1609142027133
USER	getAndAck	195	START	1609142027144	1609142027144
REQUEST	195		/message/ack	1609142027144	1609142027153	OK	 
USER	getAndAck	195	END	1609142027144	1609142027154
USER	getAndAck	196	START	1609142027173	1609142027173
REQUEST	196		/message/get	1609142027174	1609142027178	OK	 
USER	getAndAck	196	END	1609142027173	1609142027178
USER	getAndAck	197	START	1609142027203	1609142027203
REQUEST	197		/message/ack	1609142027204	1609142027211	OK	 
USER	getAndAck	197	END	1609142027203	1609142027211
USER	getAndAck	198	START	1609142027233	1609142027233
REQUEST	198		/message/get	1609142027234	1609142027238	OK	 
USER	getAndAck	198	END	1609142027233	1609142027238
USER	getAndAck	199	START	1609142027254	1609142027254
REQUEST	199		/message/ack	1609142027254	1609142027259	OK	 
USER	getAndAck	199	END	1609142027254	1609142027260
USER	getAndAck	200	START	1609142027283	1609142027283
REQUEST	200		/message/get	1609142027284	1609142027292	OK	 
USER	getAndAck	200	END	1609142027283	1609142027292
USER	getAndAck	201	START	1609142027313	1609142027313
REQUEST	201		/message/ack	1609142027314	1609142027324	OK	 
USER	getAndAck	201	END	1609142027313	1609142027324
USER	getAndAck	202	START	1609142027343	1609142027343
REQUEST	202		/message/get	1609142027344	1609142027347	OK	 
USER	getAndAck	202	END	1609142027343	1609142027348
USER	getAndAck	203	START	1609142027373	1609142027373
REQUEST	203		/message/ack	1609142027374	1609142027381	OK	 
USER	getAndAck	203	END	1609142027373	1609142027381
USER	getAndAck	204	START	1609142027394	1609142027394
REQUEST	204		/message/get	1609142027394	1609142027402	OK	 
USER	getAndAck	204	END	1609142027394	1609142027402
USER	getAndAck	205	START	1609142027423	1609142027423
REQUEST	205		/message/ack	1609142027424	1609142027430	OK	 
USER	getAndAck	205	END	1609142027423	1609142027431
USER	getAndAck	206	START	1609142027454	1609142027454
REQUEST	206		/message/get	1609142027455	1609142027459	OK	 
USER	getAndAck	206	END	1609142027454	1609142027459
USER	getAndAck	207	START	1609142027484	1609142027484
REQUEST	207		/message/ack	1609142027484	1609142027490	OK	 
USER	getAndAck	207	END	1609142027484	1609142027491
USER	getAndAck	208	START	1609142027503	1609142027503
REQUEST	208		/message/get	1609142027504	1609142027507	OK	 
USER	getAndAck	208	END	1609142027503	1609142027507
USER	getAndAck	209	START	1609142027534	1609142027534
REQUEST	209		/message/ack	1609142027534	1609142027541	OK	 
USER	getAndAck	209	END	1609142027534	1609142027542
USER	getAndAck	210	START	1609142027563	1609142027563
REQUEST	210		/message/get	1609142027564	1609142027571	OK	 
USER	getAndAck	210	END	1609142027563	1609142027571
USER	getAndAck	211	START	1609142027593	1609142027593
REQUEST	211		/message/ack	1609142027594	1609142027598	OK	 
USER	getAndAck	211	END	1609142027593	1609142027599
USER	getAndAck	212	START	1609142027624	1609142027624
REQUEST	212		/message/get	1609142027624	1609142027632	OK	 
USER	getAndAck	212	END	1609142027624	1609142027632
USER	getAndAck	213	START	1609142027643	1609142027643
REQUEST	213		/message/ack	1609142027644	1609142027655	OK	 
USER	getAndAck	213	END	1609142027643	1609142027655
USER	getAndAck	214	START	1609142027674	1609142027674
REQUEST	214		/message/get	1609142027675	1609142027682	OK	 
USER	getAndAck	214	END	1609142027674	1609142027682
USER	getAndAck	215	START	1609142027694	1609142027694
REQUEST	215		/message/ack	1609142027694	1609142027700	OK	 
USER	getAndAck	215	END	1609142027694	1609142027700
USER	getAndAck	216	START	1609142027723	1609142027723
REQUEST	216		/message/get	1609142027724	1609142027729	OK	 
USER	getAndAck	216	END	1609142027723	1609142027730
USER	getAndAck	217	START	1609142027754	1609142027754
REQUEST	217		/message/ack	1609142027755	1609142027764	OK	 
USER	getAndAck	217	END	1609142027754	1609142027764
USER	getAndAck	218	START	1609142027774	1609142027774
REQUEST	218		/message/get	1609142027774	1609142027780	OK	 
USER	getAndAck	218	END	1609142027774	1609142027780
USER	getAndAck	219	START	1609142027803	1609142027803
REQUEST	219		/message/ack	1609142027804	1609142027809	OK	 
USER	getAndAck	219	END	1609142027803	1609142027809
USER	getAndAck	220	START	1609142027824	1609142027824
REQUEST	220		/message/get	1609142027825	1609142027829	OK	 
USER	getAndAck	220	END	1609142027824	1609142027830
USER	getAndAck	221	START	1609142027853	1609142027853
REQUEST	221		/message/ack	1609142027854	1609142027859	OK	 
USER	getAndAck	221	END	1609142027853	1609142027859
USER	getAndAck	222	START	1609142027874	1609142027874
REQUEST	222		/message/get	1609142027875	1609142027879	OK	 
USER	getAndAck	222	END	1609142027874	1609142027879
USER	getAndAck	223	START	1609142027904	1609142027904
REQUEST	223		/message/ack	1609142027905	1609142027914	OK	 
USER	getAndAck	223	END	1609142027904	1609142027915
USER	getAndAck	224	START	1609142027934	1609142027934
REQUEST	224		/message/get	1609142027934	1609142027944	OK	 
USER	getAndAck	224	END	1609142027934	1609142027944
USER	getAndAck	225	START	1609142027955	1609142027955
REQUEST	225		/message/ack	1609142027956	1609142027974	OK	 
USER	getAndAck	225	END	1609142027955	1609142027975
USER	getAndAck	226	START	1609142027984	1609142027984
REQUEST	226		/message/get	1609142027985	1609142027996	OK	 
USER	getAndAck	226	END	1609142027984	1609142027997
USER	getAndAck	227	START	1609142028004	1609142028004
REQUEST	227		/message/ack	1609142028004	1609142028019	OK	 
USER	getAndAck	227	END	1609142028004	1609142028019
USER	getAndAck	228	START	1609142028033	1609142028033
REQUEST	228		/message/get	1609142028034	1609142028039	OK	 
USER	getAndAck	228	END	1609142028033	1609142028040
USER	getAndAck	229	START	1609142028054	1609142028054
REQUEST	229		/message/ack	1609142028055	1609142028060	OK	 
USER	getAndAck	229	END	1609142028054	1609142028061
USER	getAndAck	230	START	1609142028084	1609142028084
REQUEST	230		/message/get	1609142028084	1609142028090	OK	 
USER	getAndAck	230	END	1609142028084	1609142028091
USER	getAndAck	231	START	1609142028103	1609142028103
REQUEST	231		/message/ack	1609142028104	1609142028109	OK	 
USER	getAndAck	231	END	1609142028103	1609142028110
USER	getAndAck	232	START	1609142028133	1609142028133
REQUEST	232		/message/get	1609142028134	1609142028142	OK	 
USER	getAndAck	232	END	1609142028133	1609142028142
USER	getAndAck	233	START	1609142028164	1609142028164
REQUEST	233		/message/ack	1609142028164	1609142028172	OK	 
USER	getAndAck	233	END	1609142028164	1609142028173
USER	getAndAck	234	START	1609142028183	1609142028183
REQUEST	234		/message/get	1609142028184	1609142028197	OK	 
USER	getAndAck	234	END	1609142028183	1609142028198
USER	getAndAck	235	START	1609142028213	1609142028213
REQUEST	235		/message/ack	1609142028214	1609142028219	OK	 
USER	getAndAck	235	END	1609142028213	1609142028219
USER	getAndAck	236	START	1609142028234	1609142028234
REQUEST	236		/message/get	1609142028234	1609142028243	OK	 
USER	getAndAck	236	END	1609142028234	1609142028243
USER	getAndAck	237	START	1609142028263	1609142028263
REQUEST	237		/message/ack	1609142028264	1609142028269	OK	 
USER	getAndAck	237	END	1609142028263	1609142028270
USER	getAndAck	238	START	1609142028284	1609142028284
USER	getAndAck	239	START	1609142028315	1609142028315
REQUEST	238		/message/get	1609142028286	1609142028330	OK	 
USER	getAndAck	238	END	1609142028284	1609142028331
USER	getAndAck	240	START	1609142028344	1609142028344
USER	getAndAck	241	START	1609142028363	1609142028363
REQUEST	239		/message/ack	1609142028319	1609142028371	OK	 
USER	getAndAck	239	END	1609142028315	1609142028371
REQUEST	240		/message/get	1609142028345	1609142028378	OK	 
USER	getAndAck	240	END	1609142028344	1609142028378
USER	getAndAck	242	START	1609142028394	1609142028394
REQUEST	241		/message/ack	1609142028364	1609142028404	OK	 
USER	getAndAck	241	END	1609142028363	1609142028404
REQUEST	242		/message/get	1609142028395	1609142028410	OK	 
USER	getAndAck	242	END	1609142028394	1609142028410
USER	getAndAck	243	START	1609142028413	1609142028413
USER	getAndAck	244	START	1609142028443	1609142028443
USER	getAndAck	245	START	1609142028466	1609142028466
REQUEST	243		/message/ack	1609142028414	1609142028466	OK	 
USER	getAndAck	243	END	1609142028413	1609142028466
USER	getAndAck	246	START	1609142028493	1609142028493
REQUEST	244		/message/get	1609142028444	1609142028496	OK	 
USER	getAndAck	244	END	1609142028443	1609142028497
USER	getAndAck	247	START	1609142028514	1609142028514
REQUEST	246		/message/get	1609142028494	1609142028519	OK	 
USER	getAndAck	246	END	1609142028493	1609142028520
REQUEST	245		/message/ack	1609142028466	1609142028526	OK	 
USER	getAndAck	245	END	1609142028466	1609142028526
USER	getAndAck	248	START	1609142028544	1609142028544
REQUEST	247		/message/ack	1609142028515	1609142028556	OK	 
USER	getAndAck	247	END	1609142028514	1609142028556
USER	getAndAck	249	START	1609142028574	1609142028574
USER	getAndAck	250	START	1609142028595	1609142028595
REQUEST	248		/message/get	1609142028546	1609142028595	OK	 
USER	getAndAck	248	END	1609142028544	1609142028596
REQUEST	249		/message/ack	1609142028575	1609142028615	OK	 
USER	getAndAck	249	END	1609142028574	1609142028615
USER	getAndAck	251	START	1609142028624	1609142028624
REQUEST	250		/message/get	1609142028596	1609142028635	OK	 
USER	getAndAck	250	END	1609142028595	1609142028635
USER	getAndAck	252	START	1609142028643	1609142028643
REQUEST	251		/message/ack	1609142028625	1609142028651	OK	 
USER	getAndAck	251	END	1609142028624	1609142028652
REQUEST	252		/message/get	1609142028645	1609142028672	OK	 
USER	getAndAck	252	END	1609142028643	1609142028673
USER	getAndAck	253	START	1609142028673	1609142028673
REQUEST	253		/message/ack	1609142028674	1609142028687	OK	 
USER	getAndAck	253	END	1609142028673	1609142028688
USER	getAndAck	254	START	1609142028693	1609142028693
REQUEST	254		/message/get	1609142028694	1609142028700	OK	 
USER	getAndAck	254	END	1609142028693	1609142028700
USER	getAndAck	255	START	1609142028714	1609142028714
REQUEST	255		/message/ack	1609142028714	1609142028727	OK	 
USER	getAndAck	255	END	1609142028714	1609142028728
USER	getAndAck	256	START	1609142028746	1609142028746
REQUEST	256		/message/get	1609142028746	1609142028759	OK	 
USER	getAndAck	256	END	1609142028746	1609142028759
USER	getAndAck	257	START	1609142028764	1609142028764
REQUEST	257		/message/ack	1609142028764	1609142028770	OK	 
USER	getAndAck	257	END	1609142028764	1609142028771
USER	getAndAck	258	START	1609142028784	1609142028784
REQUEST	258		/message/get	1609142028785	1609142028795	OK	 
USER	getAndAck	258	END	1609142028784	1609142028795
USER	getAndAck	259	START	1609142028814	1609142028814
REQUEST	259		/message/ack	1609142028814	1609142028819	OK	 
USER	getAndAck	259	END	1609142028814	1609142028819
USER	getAndAck	260	START	1609142028833	1609142028833
REQUEST	260		/message/get	1609142028834	1609142028840	OK	 
USER	getAndAck	260	END	1609142028833	1609142028840
USER	getAndAck	261	START	1609142028854	1609142028854
REQUEST	261		/message/ack	1609142028854	1609142028872	OK	 
USER	getAndAck	261	END	1609142028854	1609142028872
USER	getAndAck	262	START	1609142028883	1609142028883
REQUEST	262		/message/get	1609142028884	1609142028888	OK	 
USER	getAndAck	262	END	1609142028883	1609142028889
USER	getAndAck	263	START	1609142028905	1609142028905
REQUEST	263		/message/ack	1609142028905	1609142028917	OK	 
USER	getAndAck	263	END	1609142028905	1609142028917
USER	getAndAck	264	START	1609142028923	1609142028923
REQUEST	264		/message/get	1609142028924	1609142028931	OK	 
USER	getAndAck	264	END	1609142028923	1609142028931
USER	getAndAck	265	START	1609142028954	1609142028954
REQUEST	265		/message/ack	1609142028955	1609142028965	OK	 
USER	getAndAck	265	END	1609142028954	1609142028966
USER	getAndAck	266	START	1609142028974	1609142028974
REQUEST	266		/message/get	1609142028975	1609142028985	OK	 
USER	getAndAck	266	END	1609142028974	1609142028986
USER	getAndAck	267	START	1609142028993	1609142028993
REQUEST	267		/message/ack	1609142028994	1609142029014	OK	 
USER	getAndAck	267	END	1609142028993	1609142029014
USER	getAndAck	268	START	1609142029023	1609142029023
USER	getAndAck	269	START	1609142029044	1609142029044
REQUEST	268		/message/get	1609142029024	1609142029047	OK	 
USER	getAndAck	268	END	1609142029023	1609142029047
REQUEST	269		/message/ack	1609142029044	1609142029053	OK	 
USER	getAndAck	269	END	1609142029044	1609142029054
USER	getAndAck	270	START	1609142029063	1609142029063
REQUEST	270		/message/get	1609142029065	1609142029070	OK	 
USER	getAndAck	270	END	1609142029063	1609142029070
USER	getAndAck	271	START	1609142029084	1609142029084
REQUEST	271		/message/ack	1609142029084	1609142029089	OK	 
USER	getAndAck	271	END	1609142029084	1609142029089
USER	getAndAck	272	START	1609142029113	1609142029113
REQUEST	272		/message/get	1609142029114	1609142029117	OK	 
USER	getAndAck	272	END	1609142029113	1609142029118
USER	getAndAck	273	START	1609142029134	1609142029134
REQUEST	273		/message/ack	1609142029134	1609142029139	OK	 
USER	getAndAck	273	END	1609142029134	1609142029139
USER	getAndAck	274	START	1609142029153	1609142029153
REQUEST	274		/message/get	1609142029154	1609142029156	OK	 
USER	getAndAck	274	END	1609142029153	1609142029157
USER	getAndAck	275	START	1609142029184	1609142029184
REQUEST	275		/message/ack	1609142029184	1609142029189	OK	 
USER	getAndAck	275	END	1609142029184	1609142029189
USER	getAndAck	276	START	1609142029203	1609142029203
REQUEST	276		/message/get	1609142029204	1609142029207	OK	 
USER	getAndAck	276	END	1609142029203	1609142029208
