ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAEDAAECAQAAAAAAAECPQA==
ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	jp.rafaelzig.rafka.pubsub.Publisher	publisher	1609142004263	 	3.2.1
USER	publish	15425	START	1609142118660	1609142118660
REQUEST	15424		/message/publish	1609142118661	1609142118665	OK	 
REQUEST	15425		/message/publish	1609142118661	1609142118665	OK	 
USER	publish	15424	END	1609142118660	1609142118665
USER	publish	15425	END	1609142118660	1609142118665
USER	publish	15427	START	1609142118671	1609142118671
USER	publish	15426	START	1609142118671	1609142118671
REQUEST	15426		/message/publish	1609142118671	1609142118674	OK	 
USER	publish	15426	END	1609142118671	1609142118675
REQUEST	15427		/message/publish	1609142118671	1609142118675	OK	 
USER	publish	15427	END	1609142118671	1609142118675
USER	publish	15429	START	1609142118680	1609142118680
USER	publish	15428	START	1609142118681	1609142118681
REQUEST	15428		/message/publish	1609142118681	1609142118684	OK	 
USER	publish	15428	END	1609142118681	1609142118684
REQUEST	15429		/message/publish	1609142118681	1609142118685	OK	 
USER	publish	15429	END	1609142118680	1609142118685
USER	publish	15430	START	1609142118690	1609142118690
USER	publish	15431	START	1609142118691	1609142118691
REQUEST	15430		/message/publish	1609142118691	1609142118694	OK	 
USER	publish	15430	END	1609142118690	1609142118694
REQUEST	15431		/message/publish	1609142118691	1609142118696	OK	 
USER	publish	15431	END	1609142118691	1609142118696
USER	publish	15432	START	1609142118701	1609142118701
USER	publish	15433	START	1609142118701	1609142118701
REQUEST	15433		/message/publish	1609142118701	1609142118705	OK	 
USER	publish	15433	END	1609142118701	1609142118705
REQUEST	15432		/message/publish	1609142118701	1609142118707	OK	 
USER	publish	15432	END	1609142118701	1609142118707
USER	publish	15434	START	1609142118710	1609142118710
USER	publish	15435	START	1609142118710	1609142118710
REQUEST	15435		/message/publish	1609142118710	1609142118713	OK	 
USER	publish	15435	END	1609142118710	1609142118713
REQUEST	15434		/message/publish	1609142118710	1609142118716	OK	 
USER	publish	15434	END	1609142118710	1609142118716
USER	publish	15436	START	1609142118720	1609142118720
USER	publish	15437	START	1609142118721	1609142118721
REQUEST	15436		/message/publish	1609142118721	1609142118725	OK	 
USER	publish	15436	END	1609142118720	1609142118725
REQUEST	15437		/message/publish	1609142118721	1609142118727	OK	 
USER	publish	15437	END	1609142118721	1609142118727
USER	publish	15438	START	1609142118730	1609142118730
USER	publish	15439	START	1609142118731	1609142118731
REQUEST	15439		/message/publish	1609142118731	1609142118733	OK	 
USER	publish	15439	END	1609142118731	1609142118733
REQUEST	15438		/message/publish	1609142118731	1609142118735	OK	 
USER	publish	15438	END	1609142118730	1609142118735
USER	publish	15440	START	1609142118741	1609142118741
USER	publish	15441	START	1609142118741	1609142118741
REQUEST	15440		/message/publish	1609142118741	1609142118745	OK	 
USER	publish	15440	END	1609142118741	1609142118745
REQUEST	15441		/message/publish	1609142118741	1609142118746	OK	 
USER	publish	15441	END	1609142118741	1609142118746
USER	publish	15442	START	1609142118751	1609142118751
USER	publish	15443	START	1609142118751	1609142118751
REQUEST	15443		/message/publish	1609142118751	1609142118755	OK	 
USER	publish	15443	END	1609142118751	1609142118755
REQUEST	15442		/message/publish	1609142118751	1609142118755	OK	 
USER	publish	15442	END	1609142118751	1609142118756
USER	publish	15444	START	1609142118760	1609142118760
USER	publish	15445	START	1609142118760	1609142118760
REQUEST	15444		/message/publish	1609142118760	1609142118764	OK	 
USER	publish	15444	END	1609142118760	1609142118764
REQUEST	15445		/message/publish	1609142118760	1609142118765	OK	 
USER	publish	15445	END	1609142118760	1609142118765
USER	publish	15446	START	1609142118770	1609142118770
USER	publish	15447	START	1609142118770	1609142118770
REQUEST	15447		/message/publish	1609142118771	1609142118773	OK	 
REQUEST	15446		/message/publish	1609142118771	1609142118773	OK	 
USER	publish	15447	END	1609142118770	1609142118773
USER	publish	15446	END	1609142118770	1609142118773
USER	publish	15448	START	1609142118781	1609142118781
USER	publish	15449	START	1609142118781	1609142118781
REQUEST	15448		/message/publish	1609142118781	1609142118783	OK	 
USER	publish	15448	END	1609142118781	1609142118784
REQUEST	15449		/message/publish	1609142118781	1609142118786	OK	 
USER	publish	15449	END	1609142118781	1609142118786
USER	publish	15450	START	1609142118791	1609142118791
USER	publish	15451	START	1609142118791	1609142118791
REQUEST	15450		/message/publish	1609142118791	1609142118794	OK	 
USER	publish	15450	END	1609142118791	1609142118794
REQUEST	15451		/message/publish	1609142118791	1609142118796	OK	 
USER	publish	15451	END	1609142118791	1609142118796
USER	publish	15453	START	1609142118800	1609142118800
USER	publish	15452	START	1609142118800	1609142118800
REQUEST	15452		/message/publish	1609142118800	1609142118803	OK	 
USER	publish	15452	END	1609142118800	1609142118803
REQUEST	15453		/message/publish	1609142118800	1609142118805	OK	 
USER	publish	15453	END	1609142118800	1609142118806
USER	publish	15454	START	1609142118811	1609142118811
USER	publish	15455	START	1609142118811	1609142118811
REQUEST	15455		/message/publish	1609142118811	1609142118813	OK	 
USER	publish	15455	END	1609142118811	1609142118813
REQUEST	15454		/message/publish	1609142118811	1609142118816	OK	 
USER	publish	15454	END	1609142118811	1609142118816
USER	publish	15456	START	1609142118821	1609142118821
USER	publish	15457	START	1609142118821	1609142118821
REQUEST	15457		/message/publish	1609142118821	1609142118825	OK	 
USER	publish	15457	END	1609142118821	1609142118825
REQUEST	15456		/message/publish	1609142118821	1609142118827	OK	 
USER	publish	15456	END	1609142118821	1609142118827
USER	publish	15458	START	1609142118830	1609142118830
USER	publish	15459	START	1609142118830	1609142118830
REQUEST	15458		/message/publish	1609142118830	1609142118834	OK	 
USER	publish	15458	END	1609142118830	1609142118834
REQUEST	15459		/message/publish	1609142118830	1609142118836	OK	 
USER	publish	15459	END	1609142118830	1609142118836
USER	publish	15460	START	1609142118840	1609142118840
USER	publish	15461	START	1609142118840	1609142118840
REQUEST	15461		/message/publish	1609142118841	1609142118844	OK	 
USER	publish	15461	END	1609142118840	1609142118844
REQUEST	15460		/message/publish	1609142118840	1609142118847	OK	 
USER	publish	15460	END	1609142118840	1609142118847
USER	publish	15462	START	1609142118850	1609142118850
USER	publish	15463	START	1609142118850	1609142118850
REQUEST	15462		/message/publish	1609142118851	1609142118853	OK	 
USER	publish	15462	END	1609142118850	1609142118853
REQUEST	15463		/message/publish	1609142118851	1609142118855	OK	 
USER	publish	15463	END	1609142118850	1609142118855
USER	publish	15464	START	1609142118861	1609142118861
USER	publish	15465	START	1609142118861	1609142118861
REQUEST	15465		/message/publish	1609142118861	1609142118864	OK	 
USER	publish	15465	END	1609142118861	1609142118864
REQUEST	15464		/message/publish	1609142118861	1609142118866	OK	 
USER	publish	15464	END	1609142118861	1609142118866
USER	publish	15466	START	1609142118870	1609142118870
USER	publish	15467	START	1609142118870	1609142118870
REQUEST	15467		/message/publish	1609142118870	1609142118873	OK	 
USER	publish	15467	END	1609142118870	1609142118873
REQUEST	15466		/message/publish	1609142118870	1609142118875	OK	 
USER	publish	15466	END	1609142118870	1609142118875
USER	publish	15468	START	1609142118880	1609142118880
USER	publish	15469	START	1609142118880	1609142118880
REQUEST	15469		/message/publish	1609142118880	1609142118883	OK	 
USER	publish	15469	END	1609142118880	1609142118883
REQUEST	15468		/message/publish	1609142118880	1609142118885	OK	 
USER	publish	15468	END	1609142118880	1609142118885
USER	publish	15470	START	1609142118890	1609142118890
USER	publish	15471	START	1609142118890	1609142118890
REQUEST	15471		/message/publish	1609142118891	1609142118893	OK	 
USER	publish	15471	END	1609142118890	1609142118894
REQUEST	15470		/message/publish	1609142118891	1609142118895	OK	 
USER	publish	15470	END	1609142118890	1609142118895
USER	publish	15472	START	1609142118901	1609142118901
USER	publish	15473	START	1609142118901	1609142118901
REQUEST	15472		/message/publish	1609142118901	1609142118903	OK	 
USER	publish	15472	END	1609142118901	1609142118903
REQUEST	15473		/message/publish	1609142118901	1609142118907	OK	 
USER	publish	15473	END	1609142118901	1609142118907
USER	publish	15475	START	1609142118910	1609142118910
USER	publish	15474	START	1609142118910	1609142118910
REQUEST	15475		/message/publish	1609142118910	1609142118914	OK	 
USER	publish	15475	END	1609142118910	1609142118914
REQUEST	15474		/message/publish	1609142118910	1609142118915	OK	 
USER	publish	15474	END	1609142118910	1609142118916
USER	publish	15476	START	1609142118920	1609142118920
USER	publish	15477	START	1609142118920	1609142118920
REQUEST	15477		/message/publish	1609142118921	1609142118924	OK	 
USER	publish	15477	END	1609142118920	1609142118924
REQUEST	15476		/message/publish	1609142118920	1609142118925	OK	 
USER	publish	15476	END	1609142118920	1609142118925
USER	publish	15478	START	1609142118930	1609142118930
USER	publish	15479	START	1609142118931	1609142118931
REQUEST	15478		/message/publish	1609142118931	1609142118934	OK	 
USER	publish	15478	END	1609142118930	1609142118934
REQUEST	15479		/message/publish	1609142118931	1609142118934	OK	 
USER	publish	15479	END	1609142118931	1609142118934
USER	publish	15480	START	1609142118941	1609142118941
USER	publish	15481	START	1609142118941	1609142118941
REQUEST	15481		/message/publish	1609142118941	1609142118945	OK	 
USER	publish	15481	END	1609142118941	1609142118945
REQUEST	15480		/message/publish	1609142118941	1609142118946	OK	 
USER	publish	15480	END	1609142118941	1609142118946
USER	publish	15482	START	1609142118950	1609142118950
USER	publish	15483	START	1609142118950	1609142118950
REQUEST	15483		/message/publish	1609142118951	1609142118953	OK	 
USER	publish	15483	END	1609142118950	1609142118954
REQUEST	15482		/message/publish	1609142118951	1609142118956	OK	 
USER	publish	15482	END	1609142118950	1609142118956
USER	publish	15484	START	1609142118961	1609142118961
USER	publish	15485	START	1609142118961	1609142118961
REQUEST	15484		/message/publish	1609142118961	1609142118964	OK	 
USER	publish	15484	END	1609142118961	1609142118964
REQUEST	15485		/message/publish	1609142118961	1609142118965	OK	 
USER	publish	15485	END	1609142118961	1609142118965
USER	publish	15486	START	1609142118971	1609142118971
USER	publish	15487	START	1609142118971	1609142118971
REQUEST	15487		/message/publish	1609142118971	1609142118974	OK	 
USER	publish	15487	END	1609142118971	1609142118974
REQUEST	15486		/message/publish	1609142118971	1609142118976	OK	 
USER	publish	15486	END	1609142118971	1609142118976
USER	publish	15488	START	1609142118980	1609142118980
USER	publish	15489	START	1609142118980	1609142118980
REQUEST	15489		/message/publish	1609142118980	1609142118983	OK	 
USER	publish	15489	END	1609142118980	1609142118983
REQUEST	15488		/message/publish	1609142118980	1609142118985	OK	 
USER	publish	15488	END	1609142118980	1609142118985
USER	publish	15490	START	1609142118991	1609142118991
USER	publish	15491	START	1609142118991	1609142118991
REQUEST	15491		/message/publish	1609142118991	1609142118994	OK	 
USER	publish	15491	END	1609142118991	1609142118994
REQUEST	15490		/message/publish	1609142118991	1609142118994	OK	 
USER	publish	15490	END	1609142118991	1609142118995
USER	publish	15492	START	1609142119001	1609142119001
USER	publish	15493	START	1609142119001	1609142119001
REQUEST	15493		/message/publish	1609142119001	1609142119004	OK	 
USER	publish	15493	END	1609142119001	1609142119004
REQUEST	15492		/message/publish	1609142119001	1609142119005	OK	 
USER	publish	15492	END	1609142119001	1609142119005
USER	publish	15495	START	1609142119010	1609142119010
USER	publish	15494	START	1609142119010	1609142119010
REQUEST	15495		/message/publish	1609142119011	1609142119013	OK	 
USER	publish	15495	END	1609142119010	1609142119014
REQUEST	15494		/message/publish	1609142119011	1609142119016	OK	 
USER	publish	15494	END	1609142119010	1609142119017
USER	publish	15497	START	1609142119021	1609142119021
USER	publish	15496	START	1609142119021	1609142119021
REQUEST	15497		/message/publish	1609142119021	1609142119023	OK	 
USER	publish	15497	END	1609142119021	1609142119024
REQUEST	15496		/message/publish	1609142119021	1609142119026	OK	 
USER	publish	15496	END	1609142119021	1609142119026
USER	publish	15498	START	1609142119031	1609142119031
USER	publish	15499	START	1609142119031	1609142119031
REQUEST	15499		/message/publish	1609142119031	1609142119034	OK	 
USER	publish	15499	END	1609142119031	1609142119034
REQUEST	15498		/message/publish	1609142119031	1609142119036	OK	 
USER	publish	15498	END	1609142119031	1609142119036
USER	publish	15501	START	1609142119040	1609142119040
USER	publish	15500	START	1609142119040	1609142119040
REQUEST	15501		/message/publish	1609142119040	1609142119043	OK	 
USER	publish	15501	END	1609142119040	1609142119043
REQUEST	15500		/message/publish	1609142119040	1609142119046	OK	 
USER	publish	15500	END	1609142119040	1609142119046
USER	publish	15502	START	1609142119051	1609142119051
USER	publish	15503	START	1609142119051	1609142119051
REQUEST	15503		/message/publish	1609142119051	1609142119053	OK	 
USER	publish	15503	END	1609142119051	1609142119053
REQUEST	15502		/message/publish	1609142119051	1609142119056	OK	 
USER	publish	15502	END	1609142119051	1609142119056
USER	publish	15504	START	1609142119061	1609142119061
USER	publish	15505	START	1609142119061	1609142119061
REQUEST	15505		/message/publish	1609142119061	1609142119065	OK	 
USER	publish	15505	END	1609142119061	1609142119065
REQUEST	15504		/message/publish	1609142119061	1609142119067	OK	 
USER	publish	15504	END	1609142119061	1609142119067
USER	publish	15506	START	1609142119070	1609142119070
USER	publish	15507	START	1609142119070	1609142119070
REQUEST	15506		/message/publish	1609142119070	1609142119072	OK	 
USER	publish	15506	END	1609142119070	1609142119072
REQUEST	15507		/message/publish	1609142119070	1609142119075	OK	 
USER	publish	15507	END	1609142119070	1609142119075
USER	publish	15508	START	1609142119080	1609142119080
USER	publish	15509	START	1609142119080	1609142119080
REQUEST	15508		/message/publish	1609142119080	1609142119084	OK	 
USER	publish	15508	END	1609142119080	1609142119085
REQUEST	15509		/message/publish	1609142119080	1609142119086	OK	 
USER	publish	15509	END	1609142119080	1609142119086
USER	publish	15511	START	1609142119090	1609142119090
USER	publish	15510	START	1609142119090	1609142119090
REQUEST	15511		/message/publish	1609142119091	1609142119092	OK	 
USER	publish	15511	END	1609142119090	1609142119093
REQUEST	15510		/message/publish	1609142119091	1609142119094	OK	 
USER	publish	15510	END	1609142119090	1609142119094
USER	publish	15512	START	1609142119101	1609142119101
USER	publish	15513	START	1609142119101	1609142119101
REQUEST	15512		/message/publish	1609142119101	1609142119105	OK	 
