ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAEDAAECAQAAAAAAAECPQA==
ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	jp.rafaelzig.rafka.pubsub.Publisher	publisher	1609142004263	 	3.2.1
USER	publish	7561	END	1609142079342	1609142079389
USER	publish	7570	START	1609142079390	1609142079390
USER	publish	7571	START	1609142079391	1609142079391
REQUEST	7560		/message/publish	1609142079344	1609142079392	OK	 
USER	publish	7560	END	1609142079342	1609142079392
REQUEST	7562		/message/publish	1609142079351	1609142079398	OK	 
USER	publish	7562	END	1609142079351	1609142079398
USER	publish	7572	START	1609142079401	1609142079401
USER	publish	7573	START	1609142079401	1609142079401
REQUEST	7563		/message/publish	1609142079351	1609142079404	OK	 
USER	publish	7563	END	1609142079351	1609142079405
REQUEST	7567		/message/publish	1609142079370	1609142079407	OK	 
USER	publish	7567	END	1609142079370	1609142079407
REQUEST	7568		/message/publish	1609142079380	1609142079409	OK	 
USER	publish	7568	END	1609142079380	1609142079409
USER	publish	7574	START	1609142079410	1609142079410
USER	publish	7575	START	1609142079410	1609142079410
REQUEST	7564		/message/publish	1609142079360	1609142079413	OK	 
USER	publish	7564	END	1609142079360	1609142079413
REQUEST	7570		/message/publish	1609142079391	1609142079418	OK	 
USER	publish	7570	END	1609142079390	1609142079418
USER	publish	7576	START	1609142079420	1609142079420
USER	publish	7577	START	1609142079420	1609142079420
REQUEST	7571		/message/publish	1609142079391	1609142079424	OK	 
USER	publish	7571	END	1609142079391	1609142079424
REQUEST	7566		/message/publish	1609142079370	1609142079428	OK	 
USER	publish	7566	END	1609142079370	1609142079428
REQUEST	7569		/message/publish	1609142079381	1609142079430	OK	 
USER	publish	7569	END	1609142079380	1609142079430
USER	publish	7579	START	1609142079430	1609142079430
USER	publish	7578	START	1609142079430	1609142079430
REQUEST	7565		/message/publish	1609142079360	1609142079436	OK	 
USER	publish	7565	END	1609142079360	1609142079436
USER	publish	7580	START	1609142079441	1609142079441
USER	publish	7581	START	1609142079441	1609142079441
REQUEST	7577		/message/publish	1609142079420	1609142079443	OK	 
USER	publish	7577	END	1609142079420	1609142079443
REQUEST	7573		/message/publish	1609142079401	1609142079447	OK	 
USER	publish	7573	END	1609142079401	1609142079448
REQUEST	7572		/message/publish	1609142079401	1609142079449	OK	 
USER	publish	7572	END	1609142079401	1609142079449
USER	publish	7583	START	1609142079450	1609142079450
USER	publish	7582	START	1609142079450	1609142079450
REQUEST	7575		/message/publish	1609142079410	1609142079455	OK	 
USER	publish	7575	END	1609142079410	1609142079455
REQUEST	7576		/message/publish	1609142079420	1609142079458	OK	 
USER	publish	7576	END	1609142079420	1609142079458
REQUEST	7578		/message/publish	1609142079431	1609142079459	OK	 
USER	publish	7578	END	1609142079430	1609142079459
USER	publish	7584	START	1609142079460	1609142079460
USER	publish	7585	START	1609142079460	1609142079460
REQUEST	7574		/message/publish	1609142079410	1609142079464	OK	 
USER	publish	7574	END	1609142079410	1609142079464
REQUEST	7579		/message/publish	1609142079431	1609142079468	OK	 
USER	publish	7579	END	1609142079430	1609142079469
USER	publish	7587	START	1609142079470	1609142079470
USER	publish	7586	START	1609142079470	1609142079470
REQUEST	7582		/message/publish	1609142079450	1609142079471	OK	 
USER	publish	7582	END	1609142079450	1609142079471
REQUEST	7583		/message/publish	1609142079450	1609142079479	OK	 
USER	publish	7583	END	1609142079450	1609142079479
USER	publish	7588	START	1609142079480	1609142079480
USER	publish	7589	START	1609142079480	1609142079480
REQUEST	7580		/message/publish	1609142079441	1609142079482	OK	 
USER	publish	7580	END	1609142079441	1609142079482
REQUEST	7585		/message/publish	1609142079460	1609142079488	OK	 
USER	publish	7585	END	1609142079460	1609142079488
REQUEST	7581		/message/publish	1609142079441	1609142079490	OK	 
USER	publish	7581	END	1609142079441	1609142079490
USER	publish	7590	START	1609142079491	1609142079491
USER	publish	7591	START	1609142079491	1609142079491
REQUEST	7584		/message/publish	1609142079460	1609142079493	OK	 
USER	publish	7584	END	1609142079460	1609142079493
REQUEST	7587		/message/publish	1609142079471	1609142079497	OK	 
USER	publish	7587	END	1609142079470	1609142079497
USER	publish	7592	START	1609142079500	1609142079500
USER	publish	7593	START	1609142079500	1609142079500
REQUEST	7586		/message/publish	1609142079471	1609142079505	OK	 
USER	publish	7586	END	1609142079470	1609142079505
REQUEST	7593		/message/publish	1609142079500	1609142079507	OK	 
USER	publish	7593	END	1609142079500	1609142079507
REQUEST	7592		/message/publish	1609142079500	1609142079509	OK	 
USER	publish	7592	END	1609142079500	1609142079509
USER	publish	7594	START	1609142079510	1609142079510
USER	publish	7595	START	1609142079510	1609142079510
REQUEST	7591		/message/publish	1609142079491	1609142079512	OK	 
USER	publish	7591	END	1609142079491	1609142079512
REQUEST	7589		/message/publish	1609142079481	1609142079516	OK	 
USER	publish	7589	END	1609142079480	1609142079516
REQUEST	7588		/message/publish	1609142079481	1609142079519	OK	 
USER	publish	7588	END	1609142079480	1609142079519
USER	publish	7596	START	1609142079520	1609142079520
USER	publish	7597	START	1609142079520	1609142079520
REQUEST	7590		/message/publish	1609142079491	1609142079525	OK	 
USER	publish	7590	END	1609142079491	1609142079526
REQUEST	7597		/message/publish	1609142079520	1609142079528	OK	 
USER	publish	7597	END	1609142079520	1609142079528
USER	publish	7598	START	1609142079530	1609142079530
USER	publish	7599	START	1609142079530	1609142079530
REQUEST	7594		/message/publish	1609142079510	1609142079531	OK	 
USER	publish	7594	END	1609142079510	1609142079532
REQUEST	7595		/message/publish	1609142079510	1609142079534	OK	 
USER	publish	7595	END	1609142079510	1609142079535
REQUEST	7596		/message/publish	1609142079520	1609142079537	OK	 
USER	publish	7596	END	1609142079520	1609142079537
USER	publish	7601	START	1609142079540	1609142079540
USER	publish	7600	START	1609142079541	1609142079541
REQUEST	7599		/message/publish	1609142079531	1609142079549	OK	 
USER	publish	7599	END	1609142079530	1609142079549
REQUEST	7598		/message/publish	1609142079531	1609142079550	OK	 
USER	publish	7598	END	1609142079530	1609142079551
USER	publish	7602	START	1609142079551	1609142079551
USER	publish	7603	START	1609142079551	1609142079551
REQUEST	7601		/message/publish	1609142079541	1609142079554	OK	 
USER	publish	7601	END	1609142079540	1609142079554
REQUEST	7600		/message/publish	1609142079541	1609142079557	OK	 
USER	publish	7600	END	1609142079541	1609142079557
USER	publish	7605	START	1609142079560	1609142079560
USER	publish	7604	START	1609142079560	1609142079560
REQUEST	7603		/message/publish	1609142079551	1609142079566	OK	 
REQUEST	7602		/message/publish	1609142079551	1609142079566	OK	 
USER	publish	7603	END	1609142079551	1609142079567
USER	publish	7602	END	1609142079551	1609142079567
REQUEST	7605		/message/publish	1609142079560	1609142079569	OK	 
USER	publish	7605	END	1609142079560	1609142079569
USER	publish	7606	START	1609142079570	1609142079570
USER	publish	7607	START	1609142079570	1609142079570
REQUEST	7604		/message/publish	1609142079560	1609142079573	OK	 
USER	publish	7604	END	1609142079560	1609142079573
REQUEST	7606		/message/publish	1609142079570	1609142079580	OK	 
USER	publish	7606	END	1609142079570	1609142079580
USER	publish	7608	START	1609142079580	1609142079580
USER	publish	7609	START	1609142079581	1609142079581
REQUEST	7607		/message/publish	1609142079571	1609142079584	OK	 
USER	publish	7607	END	1609142079570	1609142079584
REQUEST	7608		/message/publish	1609142079581	1609142079588	OK	 
USER	publish	7608	END	1609142079580	1609142079588
REQUEST	7609		/message/publish	1609142079581	1609142079588	OK	 
USER	publish	7609	END	1609142079581	1609142079589
USER	publish	7610	START	1609142079591	1609142079591
USER	publish	7611	START	1609142079591	1609142079591
REQUEST	7611		/message/publish	1609142079591	1609142079594	OK	 
USER	publish	7611	END	1609142079591	1609142079594
REQUEST	7610		/message/publish	1609142079591	1609142079596	OK	 
USER	publish	7610	END	1609142079591	1609142079597
USER	publish	7612	START	1609142079601	1609142079601
USER	publish	7613	START	1609142079601	1609142079601
REQUEST	7612		/message/publish	1609142079601	1609142079604	OK	 
USER	publish	7612	END	1609142079601	1609142079604
REQUEST	7613		/message/publish	1609142079601	1609142079606	OK	 
USER	publish	7613	END	1609142079601	1609142079606
USER	publish	7615	START	1609142079610	1609142079610
USER	publish	7614	START	1609142079610	1609142079610
REQUEST	7615		/message/publish	1609142079611	1609142079613	OK	 
USER	publish	7615	END	1609142079610	1609142079614
REQUEST	7614		/message/publish	1609142079610	1609142079616	OK	 
USER	publish	7614	END	1609142079610	1609142079616
USER	publish	7617	START	1609142079620	1609142079620
USER	publish	7616	START	1609142079620	1609142079620
REQUEST	7617		/message/publish	1609142079620	1609142079623	OK	 
USER	publish	7617	END	1609142079620	1609142079623
REQUEST	7616		/message/publish	1609142079620	1609142079625	OK	 
USER	publish	7616	END	1609142079620	1609142079625
USER	publish	7618	START	1609142079630	1609142079630
USER	publish	7619	START	1609142079630	1609142079630
REQUEST	7618		/message/publish	1609142079630	1609142079633	OK	 
USER	publish	7618	END	1609142079630	1609142079633
REQUEST	7619		/message/publish	1609142079631	1609142079635	OK	 
USER	publish	7619	END	1609142079630	1609142079636
USER	publish	7620	START	1609142079641	1609142079641
USER	publish	7621	START	1609142079641	1609142079641
REQUEST	7621		/message/publish	1609142079641	1609142079643	OK	 
USER	publish	7621	END	1609142079641	1609142079643
REQUEST	7620		/message/publish	1609142079641	1609142079644	OK	 
USER	publish	7620	END	1609142079641	1609142079644
USER	publish	7623	START	1609142079651	1609142079651
USER	publish	7622	START	1609142079651	1609142079651
REQUEST	7622		/message/publish	1609142079651	1609142079656	OK	 
USER	publish	7622	END	1609142079651	1609142079656
REQUEST	7623		/message/publish	1609142079651	1609142079658	OK	 
USER	publish	7623	END	1609142079651	1609142079659
USER	publish	7624	START	1609142079660	1609142079660
USER	publish	7625	START	1609142079660	1609142079660
REQUEST	7624		/message/publish	1609142079660	1609142079665	OK	 
USER	publish	7624	END	1609142079660	1609142079665
REQUEST	7625		/message/publish	1609142079660	1609142079665	OK	 
USER	publish	7625	END	1609142079660	1609142079666
USER	publish	7626	START	1609142079670	1609142079670
USER	publish	7627	START	1609142079670	1609142079670
REQUEST	7626		/message/publish	1609142079670	1609142079673	OK	 
USER	publish	7626	END	1609142079670	1609142079673
REQUEST	7627		/message/publish	1609142079671	1609142079676	OK	 
USER	publish	7627	END	1609142079670	1609142079676
USER	publish	7628	START	1609142079680	1609142079680
USER	publish	7629	START	1609142079681	1609142079681
REQUEST	7629		/message/publish	1609142079681	1609142079683	OK	 
USER	publish	7629	END	1609142079681	1609142079684
REQUEST	7628		/message/publish	1609142079681	1609142079686	OK	 
USER	publish	7628	END	1609142079680	1609142079687
USER	publish	7630	START	1609142079691	1609142079691
USER	publish	7631	START	1609142079691	1609142079691
REQUEST	7630		/message/publish	1609142079691	1609142079694	OK	 
USER	publish	7630	END	1609142079691	1609142079694
REQUEST	7631		/message/publish	1609142079691	1609142079697	OK	 
USER	publish	7631	END	1609142079691	1609142079697
USER	publish	7632	START	1609142079700	1609142079700
USER	publish	7633	START	1609142079700	1609142079700
REQUEST	7633		/message/publish	1609142079700	1609142079703	OK	 
USER	publish	7633	END	1609142079700	1609142079703
REQUEST	7632		/message/publish	1609142079700	1609142079706	OK	 
USER	publish	7632	END	1609142079700	1609142079706
USER	publish	7634	START	1609142079710	1609142079710
USER	publish	7635	START	1609142079710	1609142079710
REQUEST	7634		/message/publish	1609142079711	1609142079715	OK	 
USER	publish	7634	END	1609142079710	1609142079715
REQUEST	7635		/message/publish	1609142079711	1609142079717	OK	 
USER	publish	7635	END	1609142079710	1609142079717
USER	publish	7637	START	1609142079721	1609142079721
USER	publish	7636	START	1609142079721	1609142079721
REQUEST	7637		/message/publish	1609142079721	1609142079724	OK	 
USER	publish	7637	END	1609142079721	1609142079724
REQUEST	7636		/message/publish	1609142079721	1609142079727	OK	 
USER	publish	7636	END	1609142079721	1609142079727
USER	publish	7638	START	1609142079731	1609142079731
USER	publish	7639	START	1609142079731	1609142079731
USER	publish	7641	START	1609142079742	1609142079742
REQUEST	7638		/message/publish	1609142079731	1609142079744	OK	 
REQUEST	7639		/message/publish	1609142079731	1609142079745	OK	 
USER	publish	7638	END	1609142079731	1609142079744
USER	publish	7639	END	1609142079731	1609142079745
USER	publish	7640	START	1609142079742	1609142079742
REQUEST	7640		/message/publish	1609142079745	1609142079750	OK	 
USER	publish	7640	END	1609142079742	1609142079750
USER	publish	7643	START	1609142079752	1609142079752
REQUEST	7641		/message/publish	1609142079742	1609142079753	OK	 
USER	publish	7641	END	1609142079742	1609142079753
USER	publish	7642	START	1609142079752	1609142079752
USER	publish	7645	START	1609142079761	1609142079761
REQUEST	7642		/message/publish	1609142079753	1609142079762	OK	 
REQUEST	7643		/message/publish	1609142079752	1609142079762	OK	 
USER	publish	7642	END	1609142079752	1609142079762
USER	publish	7643	END	1609142079752	1609142079762
USER	publish	7644	START	1609142079761	1609142079761
REQUEST	7645		/message/publish	1609142079761	1609142079766	OK	 
USER	publish	7645	END	1609142079761	1609142079766
USER	publish	7647	START	1609142079770	1609142079770
REQUEST	7644		/message/publish	1609142079762	1609142079772	OK	 
USER	publish	7646	START	1609142079770	1609142079770
USER	publish	7644	END	1609142079761	1609142079776
REQUEST	7646		/message/publish	1609142079773	1609142079780	OK	 
USER	publish	7648	START	1609142079780	1609142079780
USER	publish	7649	START	1609142079781	1609142079781
USER	publish	7646	END	1609142079770	1609142079780
REQUEST	7647		/message/publish	1609142079770	1609142079781	OK	 
USER	publish	7647	END	1609142079770	1609142079781
REQUEST	7649		/message/publish	1609142079781	1609142079785	OK	 
USER	publish	7649	END	1609142079781	1609142079785
REQUEST	7648		/message/publish	1609142079781	1609142079788	OK	 
USER	publish	7648	END	1609142079780	1609142079790
USER	publish	7651	START	1609142079790	1609142079790
USER	publish	7650	START	1609142079790	1609142079790
REQUEST	7650		/message/publish	1609142079791	1609142079794	OK	 
USER	publish	7650	END	1609142079790	1609142079794
REQUEST	7651		/message/publish	1609142079791	1609142079797	OK	 
USER	publish	7651	END	1609142079790	1609142079797
USER	publish	7652	START	1609142079801	1609142079801
USER	publish	7653	START	1609142079801	1609142079801
REQUEST	7653		/message/publish	1609142079801	1609142079805	OK	 
USER	publish	7653	END	1609142079801	1609142079805
REQUEST	7652		/message/publish	1609142079801	1609142079808	OK	 
USER	publish	7652	END	1609142079801	1609142079808
USER	publish	7654	START	1609142079811	1609142079811
USER	publish	7655	START	1609142079811	1609142079811
REQUEST	7655		/message/publish	1609142079811	1609142079817	OK	 
USER	publish	7655	END	1609142079811	1609142079817
REQUEST	7654		/message/publish	1609142079811	1609142079818	OK	 
USER	publish	7654	END	1609142079811	1609142079818
USER	publish	7657	START	1609142079821	1609142079821
USER	publish	7656	START	1609142079821	1609142079821
REQUEST	7656		/message/publish	1609142079821	1609142079826	OK	 
REQUEST	7657		/message/publish	1609142079821	1609142079829	OK	 
USER	publish	7657	END	1609142079821	1609142079829
USER	publish	7656	END	1609142079821	1609142079829
USER	publish	7658	START	1609142079832	1609142079832
USER	publish	7659	START	1609142079832	1609142079832
REQUEST	7658		/message/publish	1609142079832	1609142079836	OK	 
USER	publish	7658	END	1609142079832	1609142079836
REQUEST	7659		/message/publish	1609142079832	1609142079840	OK	 
USER	publish	7660	START	1609142079840	1609142079840
USER	publish	7661	START	1609142079840	1609142079840
USER	publish	7659	END	1609142079832	1609142079842
REQUEST	7661		/message/publish	1609142079841	1609142079849	OK	 
USER	publish	7661	END	1609142079840	1609142079849
REQUEST	7660		/message/publish	1609142079841	1609142079851	OK	 
USER	publish	7662	START	1609142079851	1609142079851
USER	publish	7663	START	1609142079851	1609142079851
USER	publish	7660	END	1609142079840	1609142079851
REQUEST	7663		/message/publish	1609142079851	1609142079856	OK	 
USER	publish	7663	END	1609142079851	1609142079856
REQUEST	7662		/message/publish	1609142079851	1609142079858	OK	 
USER	publish	7662	END	1609142079851	1609142079858
USER	publish	7665	START	1609142079860	1609142079860
USER	publish	7664	START	1609142079860	1609142079860
REQUEST	7665		/message/publish	1609142079861	1609142079863	OK	 
USER	publish	7665	END	1609142079860	1609142079863
REQUEST	7664		/message/publish	1609142079861	1609142079866	OK	 
USER	publish	7664	END	1609142079860	1609142079866
USER	publish	7666	START	1609142079871	1609142079871
USER	publish	7667	START	1609142079871	1609142079871
REQUEST	7666		/message/publish	1609142079871	1609142079873	OK	 
USER	publish	7666	END	1609142079871	1609142079873
REQUEST	7667		/message/publish	1609142079871	1609142079875	OK	 
USER	publish	7667	END	1609142079871	1609142079875
USER	publish	7669	START	1609142079881	1609142079881
USER	publish	7668	START	1609142079881	1609142079881
REQUEST	7669		/message/publish	1609142079881	1609142079883	OK	 
USER	publish	7669	END	1609142079881	1609142079884
REQUEST	7668		/message/publish	1609142079881	1609142079886	OK	 
USER	publish	7668	END	1609142079881	1609142079886
USER	publish	7670	START	1609142079890	1609142079890
USER	publish	7671	START	1609142079891	1609142079891
REQUEST	7670		/message/publish	1609142079891	1609142079893	OK	 
USER	publish	7670	END	1609142079890	1609142079893
REQUEST	7671		/message/publish	1609142079891	1609142079896	OK	 
USER	publish	7671	END	1609142079891	1609142079896
USER	publish	7672	START	1609142079900	1609142079900
USER	publish	7673	START	1609142079900	1609142079900
REQUEST	7673		/message/publish	1609142079900	1609142079903	OK	 
USER	publish	7673	END	1609142079900	1609142079903
REQUEST	7672		/message/publish	1609142079900	1609142079906	OK	 
USER	publish	7672	END	1609142079900	1609142079906
USER	publish	7674	START	1609142079910	1609142079910
USER	publish	7675	START	1609142079911	1609142079911
USER	publish	7676	START	1609142079921	1609142079921
USER	publish	7677	START	1609142079921	1609142079921
REQUEST	7675		/message/publish	1609142079911	1609142079921	OK	 
USER	publish	7675	END	1609142079911	1609142079922
REQUEST	7674		/message/publish	1609142079911	1609142079928	OK	 
USER	publish	7674	END	1609142079910	1609142079928
USER	publish	7678	START	1609142079933	1609142079933
USER	publish	7679	START	1609142079933	1609142079933
REQUEST	7677		/message/publish	1609142079921	1609142079935	OK	 
REQUEST	7676		/message/publish	1609142079921	1609142079936	OK	 
USER	publish	7676	END	1609142079921	1609142079936
USER	publish	7677	END	1609142079921	1609142079936
USER	publish	7680	START	1609142079940	1609142079940
USER	publish	7681	START	1609142079940	1609142079940
REQUEST	7680		/message/publish	1609142079940	1609142079951	OK	 
REQUEST	7681		/message/publish	1609142079940	1609142079951	OK	 
USER	publish	7682	START	1609142079951	1609142079951
USER	publish	7680	END	1609142079940	1609142079951
USER	publish	7681	END	1609142079940	1609142079951
USER	publish	7683	START	1609142079951	1609142079951
REQUEST	7678		/message/publish	1609142079933	1609142079953	OK	 
REQUEST	7679		/message/publish	1609142079933	1609142079955	OK	 
USER	publish	7679	END	1609142079933	1609142079955
USER	publish	7678	END	1609142079933	1609142079955
USER	publish	7684	START	1609142079961	1609142079961
USER	publish	7685	START	1609142079961	1609142079961
REQUEST	7683		/message/publish	1609142079952	1609142079966	OK	 
USER	publish	7683	END	1609142079951	1609142079966
REQUEST	7682		/message/publish	1609142079951	1609142079967	OK	 
USER	publish	7682	END	1609142079951	1609142079968
REQUEST	7684		/message/publish	1609142079961	1609142079971	OK	 
USER	publish	7686	START	1609142079971	1609142079971
USER	publish	7687	START	1609142079971	1609142079971
USER	publish	7684	END	1609142079961	1609142079971
REQUEST	7686		/message/publish	1609142079971	1609142079977	OK	 
USER	publish	7686	END	1609142079971	1609142079977
REQUEST	7685		/message/publish	1609142079961	1609142079978	OK	 
USER	publish	7685	END	1609142079961	1609142079978
USER	publish	7688	START	1609142079980	1609142079980
USER	publish	7689	START	1609142079980	1609142079980
REQUEST	7687		/message/publish	1609142079971	1609142079983	OK	 
USER	publish	7687	END	1609142079971	1609142079983
USER	publish	7691	START	1609142079991	1609142079991
USER	publish	7690	START	1609142079991	1609142079991
REQUEST	7688		/message/publish	1609142079980	1609142079997	OK	 
USER	publish	7688	END	1609142079980	1609142079997
REQUEST	7689		/message/publish	1609142079980	1609142079998	OK	 
USER	publish	7689	END	1609142079980	1609142079998
USER	publish	7692	START	1609142080002	1609142080002
REQUEST	7691		/message/publish	1609142079991	1609142080005	OK	 
USER	publish	7691	END	1609142079991	1609142080005
USER	publish	7693	START	1609142080002	1609142080002
REQUEST	7690		/message/publish	1609142079991	1609142080007	OK	 
USER	publish	7690	END	1609142079991	1609142080007
USER	publish	7694	START	1609142080011	1609142080011
USER	publish	7695	START	1609142080011	1609142080011
REQUEST	7693		/message/publish	1609142080007	1609142080021	OK	 
USER	publish	7696	START	1609142080022	1609142080022
REQUEST	7695		/message/publish	1609142080011	1609142080025	OK	 
USER	publish	7695	END	1609142080011	1609142080025
USER	publish	7697	START	1609142080022	1609142080022
USER	publish	7693	END	1609142080002	1609142080026
REQUEST	7692		/message/publish	1609142080002	1609142080028	OK	 
USER	publish	7692	END	1609142080002	1609142080029
USER	publish	7698	START	1609142080030	1609142080030
USER	publish	7699	START	1609142080030	1609142080030
REQUEST	7694		/message/publish	1609142080011	1609142080033	OK	 
USER	publish	7694	END	1609142080011	1609142080033
REQUEST	7699		/message/publish	1609142080030	1609142080041	OK	 
USER	publish	7699	END	1609142080030	1609142080041
USER	publish	7700	START	1609142080041	1609142080041
USER	publish	7701	START	1609142080041	1609142080041
REQUEST	7697		/message/publish	1609142080026	1609142080049	OK	 
REQUEST	7696		/message/publish	1609142080023	1609142080050	OK	 
USER	publish	7696	END	1609142080022	1609142080050
USER	publish	7697	END	1609142080022	1609142080050
USER	publish	7703	START	1609142080050	1609142080050
USER	publish	7702	START	1609142080050	1609142080050
REQUEST	7698		/message/publish	1609142080030	1609142080056	OK	 
USER	publish	7698	END	1609142080030	1609142080056
USER	publish	7704	START	1609142080062	1609142080062
USER	publish	7705	START	1609142080062	1609142080062
USER	publish	7706	START	1609142080071	1609142080071
USER	publish	7707	START	1609142080071	1609142080071
REQUEST	7700		/message/publish	1609142080041	1609142080071	OK	 
USER	publish	7700	END	1609142080041	1609142080072
REQUEST	7701		/message/publish	1609142080041	1609142080075	OK	 
USER	publish	7701	END	1609142080041	1609142080076
USER	publish	7708	START	1609142080080	1609142080080
USER	publish	7709	START	1609142080080	1609142080080
REQUEST	7702		/message/publish	1609142080051	1609142080086	OK	 
USER	publish	7702	END	1609142080050	1609142080087
REQUEST	7704		/message/publish	1609142080062	1609142080089	OK	 
USER	publish	7704	END	1609142080062	1609142080089
USER	publish	7710	START	1609142080092	1609142080092
USER	publish	7711	START	1609142080092	1609142080092
REQUEST	7705		/message/publish	1609142080062	1609142080098	OK	 
USER	publish	7705	END	1609142080062	1609142080098
USER	publish	7712	START	1609142080101	1609142080101
USER	publish	7713	START	1609142080102	1609142080102
REQUEST	7707		/message/publish	1609142080071	1609142080106	OK	 
USER	publish	7707	END	1609142080071	1609142080106
USER	publish	7714	START	1609142080111	1609142080111
USER	publish	7715	START	1609142080111	1609142080111
REQUEST	7703		/message/publish	1609142080051	1609142080113	OK	 
USER	publish	7703	END	1609142080050	1609142080115
USER	publish	7716	START	1609142080123	1609142080123
USER	publish	7717	START	1609142080124	1609142080124
REQUEST	7706		/message/publish	1609142080071	1609142080125	OK	 
USER	publish	7706	END	1609142080071	1609142080125
USER	publish	7719	START	1609142080130	1609142080130
USER	publish	7718	START	1609142080130	1609142080130
REQUEST	7709		/message/publish	1609142080080	1609142080137	OK	 
USER	publish	7709	END	1609142080080	1609142080137
USER	publish	7721	START	1609142080141	1609142080141
USER	publish	7720	START	1609142080141	1609142080141
REQUEST	7714		/message/publish	1609142080111	1609142080142	OK	 
USER	publish	7714	END	1609142080111	1609142080142
USER	publish	7722	START	1609142080152	1609142080152
USER	publish	7723	START	1609142080152	1609142080152
REQUEST	7712		/message/publish	1609142080102	1609142080152	OK	 
USER	publish	7712	END	1609142080101	1609142080152
REQUEST	7708		/message/publish	1609142080080	1609142080155	OK	 
USER	publish	7708	END	1609142080080	1609142080155
USER	publish	7724	START	1609142080161	1609142080161
USER	publish	7725	START	1609142080161	1609142080161
USER	publish	7726	START	1609142080171	1609142080171
USER	publish	7727	START	1609142080171	1609142080171
REQUEST	7717		/message/publish	1609142080124	1609142080177	OK	 
USER	publish	7717	END	1609142080124	1609142080177
USER	publish	7728	START	1609142080181	1609142080181
USER	publish	7729	START	1609142080181	1609142080181
REQUEST	7716		/message/publish	1609142080124	1609142080182	OK	 
USER	publish	7716	END	1609142080123	1609142080182
USER	publish	7730	START	1609142080191	1609142080191
USER	publish	7731	START	1609142080191	1609142080191
REQUEST	7719		/message/publish	1609142080131	1609142080193	OK	 
USER	publish	7719	END	1609142080130	1609142080193
REQUEST	7713		/message/publish	1609142080102	1609142080199	OK	 
USER	publish	7713	END	1609142080102	1609142080199
USER	publish	7733	START	1609142080202	1609142080202
USER	publish	7732	START	1609142080201	1609142080201
REQUEST	7710		/message/publish	1609142080092	1609142080210	OK	 
USER	publish	7734	START	1609142080211	1609142080211
USER	publish	7735	START	1609142080211	1609142080211
REQUEST	7718		/message/publish	1609142080131	1609142080213	OK	 
USER	publish	7710	END	1609142080092	1609142080212
USER	publish	7718	END	1609142080130	1609142080213
USER	publish	7736	START	1609142080220	1609142080220
USER	publish	7737	START	1609142080220	1609142080220
REQUEST	7715		/message/publish	1609142080111	1609142080223	OK	 
USER	publish	7715	END	1609142080111	1609142080223
USER	publish	7738	START	1609142080232	1609142080232
USER	publish	7739	START	1609142080232	1609142080232
REQUEST	7711		/message/publish	1609142080092	1609142080239	OK	 
USER	publish	7711	END	1609142080092	1609142080239
USER	publish	7741	START	1609142080245	1609142080245
USER	publish	7740	START	1609142080245	1609142080245
REQUEST	7721		/message/publish	1609142080141	1609142080247	OK	 
USER	publish	7721	END	1609142080141	1609142080247
USER	publish	7743	START	1609142080252	1609142080252
REQUEST	7720		/message/publish	1609142080142	1609142080253	OK	 
USER	publish	7720	END	1609142080141	1609142080253
USER	publish	7742	START	1609142080252	1609142080252
USER	publish	7744	START	1609142080260	1609142080260
USER	publish	7745	START	1609142080260	1609142080260
REQUEST	7733		/message/publish	1609142080202	1609142080265	OK	 
USER	publish	7733	END	1609142080202	1609142080265
REQUEST	7737		/message/publish	1609142080221	1609142080270	OK	 
USER	publish	7737	END	1609142080220	1609142080270
USER	publish	7746	START	1609142080270	1609142080270
USER	publish	7747	START	1609142080271	1609142080271
REQUEST	7728		/message/publish	1609142080181	1609142080274	OK	 
USER	publish	7728	END	1609142080181	1609142080274
USER	publish	7748	START	1609142080281	1609142080281
USER	publish	7749	START	1609142080281	1609142080281
REQUEST	7742		/message/publish	1609142080253	1609142080281	OK	 
USER	publish	7742	END	1609142080252	1609142080286
REQUEST	7736		/message/publish	1609142080221	1609142080288	OK	 
USER	publish	7736	END	1609142080220	1609142080288
USER	publish	7750	START	1609142080293	1609142080293
USER	publish	7751	START	1609142080294	1609142080294
REQUEST	7727		/message/publish	1609142080171	1609142080296	OK	 
USER	publish	7727	END	1609142080171	1609142080296
USER	publish	7752	START	1609142080302	1609142080302
USER	publish	7753	START	1609142080302	1609142080302
REQUEST	7725		/message/publish	1609142080161	1609142080308	OK	 
USER	publish	7725	END	1609142080161	1609142080308
USER	publish	7755	START	1609142080312	1609142080312
USER	publish	7754	START	1609142080312	1609142080312
REQUEST	7731		/message/publish	1609142080191	1609142080314	OK	 
USER	publish	7731	END	1609142080191	1609142080314
USER	publish	7756	START	1609142080320	1609142080320
USER	publish	7757	START	1609142080320	1609142080320
REQUEST	7739		/message/publish	1609142080233	1609142080323	OK	 
USER	publish	7739	END	1609142080232	1609142080323
USER	publish	7758	START	1609142080335	1609142080335
USER	publish	7759	START	1609142080335	1609142080335
USER	publish	7760	START	1609142080342	1609142080342
USER	publish	7761	START	1609142080342	1609142080342
USER	publish	7762	START	1609142080351	1609142080351
USER	publish	7763	START	1609142080351	1609142080351
REQUEST	7722		/message/publish	1609142080152	1609142080358	OK	 
